task_id,title,description,created_by,assigned_to,category,created_at,due_date,est_duration_minutes,actual_duration_minutes,priority_level,priority_score,completed_on_time,urgency_keywords,creator_role,status
378,Meeting task #378,Please work on meeting for project #2.,user_10,user_4,Meeting,2025-09-11,2025-09-14,470,522,Medium,42.75,True,No,Team Lead,Done
379,Documentation task #379,Urgently work on documentation for project #46.,user_10,user_3,Documentation,2025-09-28,2025-10-07,246,234,High,100.0,True,Yes,Manager,Done
380,Development task #380,Kindly work on development for project #47.,user_7,user_10,Development,2025-09-11,2025-09-16,225,229,Low,27.88,True,No,Manager,Done
381,Design task #381,Kindly work on design for project #43.,user_8,user_6,Design,2025-09-23,2025-10-02,415,476,Low,27.4,True,No,Team Lead,Done
382,Testing task #382,Please work on testing for project #45.,user_3,user_7,Testing,2025-09-24,2025-09-29,125,140,Low,31.01,True,No,Developer,Done
383,Testing task #383,Please work on testing for project #32.,user_7,user_10,Testing,2025-09-06,2025-09-16,222,248,Low,8.14,True,No,Manager,Done
384,Documentation task #384,Urgently work on documentation for project #29.,user_6,user_2,Documentation,2025-09-12,2025-09-18,145,137,Medium,62.11,True,Yes,Team Lead,Done
385,Bug Fixing task #385,Please work on bug fixing for project #47.,user_5,user_4,Bug Fixing,2025-09-23,2025-09-25,239,274,Low,28.61,True,No,Team Lead,Done
386,Bug Fixing task #386, work on bug fixing for project #25.,user_1,user_7,Bug Fixing,2025-09-24,2025-10-01,145,220,Medium,42.26,True,No,QA Engineer,Done
387,Meeting task #387,Kindly work on meeting for project #11.,user_9,user_7,Meeting,2025-09-27,2025-10-05,463,580,Medium,45.13,True,No,Manager,Done
388,Design task #388,Please work on design for project #22.,user_2,user_1,Design,2025-09-01,2025-09-07,193,189,Medium,68.14,True,No,Developer,Done
389,Documentation task #389,Please work on documentation for project #28.,user_7,user_3,Documentation,2025-09-18,2025-09-20,233,326,Medium,54.26,True,No,Manager,Done
390,Development task #390,Kindly work on development for project #13.,user_3,user_10,Development,2025-09-06,2025-09-07,111,165,Low,31.35,True,No,QA Engineer,Done
391,Design task #391,Please work on design for project #4.,user_9,user_9,Design,2025-09-22,2025-09-27,212,242,Low,26.52,True,No,Developer,Done
392,Design task #392, work on design for project #6.,user_10,user_9,Design,2025-09-05,2025-09-06,244,214,Medium,47.38,True,No,QA Engineer,Done
393,Meeting task #393,Urgently work on meeting for project #6.,user_10,user_8,Meeting,2025-09-04,2025-09-05,165,178,Medium,50.2,True,Yes,Team Lead,Done
394,Design task #394,Please work on design for project #42.,user_2,user_5,Design,2025-09-16,2025-09-24,398,435,Medium,67.47,True,No,QA Engineer,Done
395,Testing task #395, work on testing for project #3.,user_7,user_3,Testing,2025-09-29,2025-10-06,249,266,Medium,57.69,True,No,Developer,Done
396,Meeting task #396,Kindly work on meeting for project #49.,user_8,user_8,Meeting,2025-09-08,2025-09-13,348,333,Low,32.96,True,No,Developer,Done
397,Development task #397,Kindly work on development for project #36.,user_2,user_2,Development,2025-09-26,2025-10-05,271,391,Low,14.3,True,No,Developer,Done
398,Bug Fixing task #398, work on bug fixing for project #20.,user_7,user_9,Bug Fixing,2025-09-18,2025-09-26,353,383,Medium,60.31,True,No,QA Engineer,Done
399,Bug Fixing task #399,Kindly work on bug fixing for project #13.,user_7,user_1,Bug Fixing,2025-09-04,2025-09-12,148,160,Low,38.28,True,No,Team Lead,Done
400,Documentation task #400,Urgently work on documentation for project #21.,user_1,user_7,Documentation,2025-09-22,2025-09-29,163,170,High,88.57,True,Yes,Manager,Done
401,Development task #401,Urgently work on development for project #34.,user_2,user_2,Development,2025-09-18,2025-09-25,342,395,Medium,46.08,True,Yes,QA Engineer,Done
402,Design task #402,Please work on design for project #7.,user_1,user_10,Design,2025-09-04,2025-09-11,136,143,Low,31.01,True,No,QA Engineer,Done
403,Testing task #403, work on testing for project #37.,user_2,user_5,Testing,2025-09-29,2025-10-06,195,263,Medium,40.08,True,No,Developer,Done
404,Testing task #404,Please work on testing for project #26.,user_8,user_1,Testing,2025-09-09,2025-09-16,133,205,Medium,40.7,True,No,Team Lead,Done
405,Meeting task #405,Urgently work on meeting for project #20.,user_4,user_1,Meeting,2025-09-30,2025-10-05,250,225,Medium,63.25,True,Yes,QA Engineer,Done
406,Meeting task #406, work on meeting for project #50.,user_5,user_8,Meeting,2025-09-28,2025-10-02,128,174,Medium,49.34,True,No,Manager,Done
407,Meeting task #407, work on meeting for project #49.,user_5,user_7,Meeting,2025-09-07,2025-09-15,168,242,Low,23.99,True,No,Manager,Done
408,Testing task #408, work on testing for project #9.,user_6,user_1,Testing,2025-09-03,2025-09-08,423,522,Low,37.86,True,No,Team Lead,Done
409,Testing task #409,Please work on testing for project #30.,user_10,user_1,Testing,2025-09-07,2025-09-11,89,122,Medium,41.8,True,No,Team Lead,Done
410,Bug Fixing task #410,Please work on bug fixing for project #44.,user_6,user_4,Bug Fixing,2025-09-12,2025-09-20,318,389,Medium,47.72,True,No,Developer,Done
411,Bug Fixing task #411,Urgently work on bug fixing for project #23.,user_4,user_6,Bug Fixing,2025-09-20,2025-09-28,150,241,High,80.67,True,Yes,QA Engineer,Done
412,Documentation task #412,Kindly work on documentation for project #15.,user_5,user_2,Documentation,2025-09-01,2025-09-08,85,96,Low,23.13,True,No,Developer,Done
413,Development task #413,Please work on development for project #31.,user_4,user_4,Development,2025-09-21,2025-09-28,322,297,Low,16.99,True,No,Developer,Done
414,Documentation task #414,Urgently work on documentation for project #28.,user_3,user_10,Documentation,2025-09-08,2025-09-13,371,419,High,89.17,True,Yes,Manager,Done
415,Design task #415, work on design for project #38.,user_6,user_8,Design,2025-09-07,2025-09-15,214,317,Medium,44.98,True,No,Developer,Done
416,Bug Fixing task #416,Urgently work on bug fixing for project #44.,user_1,user_9,Bug Fixing,2025-09-18,2025-09-28,371,413,Medium,58.77,True,Yes,Developer,Done
417,Bug Fixing task #417,Urgently work on bug fixing for project #13.,user_8,user_2,Bug Fixing,2025-09-09,2025-09-15,201,237,High,93.27,True,Yes,Developer,Done
418,Documentation task #418,Kindly work on documentation for project #47.,user_9,user_4,Documentation,2025-09-26,2025-10-06,266,317,Medium,41.74,True,No,Manager,Done
419,Bug Fixing task #419,Please work on bug fixing for project #38.,user_8,user_5,Bug Fixing,2025-09-30,2025-10-07,267,336,Medium,57.69,True,No,Developer,Done
420,Development task #420, work on development for project #43.,user_10,user_4,Development,2025-09-24,2025-09-28,411,517,Medium,41.01,True,No,Developer,Done
421,Meeting task #421,Please work on meeting for project #31.,user_9,user_5,Meeting,2025-09-27,2025-10-06,152,197,High,70.91,True,No,Team Lead,Done
422,Documentation task #422,Kindly work on documentation for project #23.,user_5,user_9,Documentation,2025-09-22,2025-09-28,395,387,Medium,66.33,True,No,Team Lead,Done
423,Documentation task #423, work on documentation for project #8.,user_5,user_7,Documentation,2025-09-12,2025-09-17,359,404,Low,36.27,True,No,Developer,Done
424,Design task #424, work on design for project #34.,user_1,user_10,Design,2025-09-16,2025-09-20,316,316,Medium,54.57,True,No,Manager,Done
425,Meeting task #425, work on meeting for project #10.,user_7,user_1,Meeting,2025-09-05,2025-09-09,235,309,Medium,49.68,True,No,Team Lead,Done
426,Meeting task #426,Please work on meeting for project #29.,user_3,user_2,Meeting,2025-09-11,2025-09-14,220,204,Medium,60.53,True,No,QA Engineer,Done
427,Meeting task #427, work on meeting for project #26.,user_4,user_3,Meeting,2025-09-16,2025-09-18,126,207,Low,25.53,True,No,Team Lead,Done
428,Design task #428,Please work on design for project #21.,user_8,user_7,Design,2025-09-02,2025-09-11,162,227,Medium,50.29,True,No,Manager,Done
429,Testing task #429,Urgently work on testing for project #9.,user_4,user_1,Testing,2025-09-21,2025-09-25,175,233,High,85.88,True,Yes,Manager,Done
430,Bug Fixing task #430,Urgently work on bug fixing for project #30.,user_7,user_9,Bug Fixing,2025-09-06,2025-09-08,83,129,Medium,43.62,True,Yes,Developer,Done
431,Development task #431,Urgently work on development for project #49.,user_9,user_10,Development,2025-09-14,2025-09-17,235,330,Medium,52.25,True,Yes,Developer,Done
432,Documentation task #432,Kindly work on documentation for project #47.,user_3,user_7,Documentation,2025-09-08,2025-09-12,432,435,Low,9.41,True,No,Manager,Done
433,Bug Fixing task #433, work on bug fixing for project #41.,user_10,user_9,Bug Fixing,2025-09-04,2025-09-10,424,403,Low,35.96,True,No,Team Lead,Done
434,Meeting task #434,Please work on meeting for project #4.,user_9,user_10,Meeting,2025-09-20,2025-09-21,398,395,Medium,50.76,True,No,Manager,Done
435,Development task #435, work on development for project #45.,user_2,user_7,Development,2025-09-13,2025-09-15,340,374,Medium,62.54,True,No,QA Engineer,Done
436,Documentation task #436,Urgently work on documentation for project #40.,user_4,user_1,Documentation,2025-09-14,2025-09-16,399,502,High,71.11,True,Yes,Developer,Done
437,Testing task #437,Please work on testing for project #7.,user_3,user_7,Testing,2025-09-17,2025-09-27,120,162,Medium,64.43,True,No,Manager,Done
438,Design task #438,Urgently work on design for project #46.,user_4,user_10,Design,2025-09-25,2025-09-30,327,348,Medium,49.3,True,Yes,Team Lead,Done
439,Design task #439,Urgently work on design for project #16.,user_5,user_3,Design,2025-09-18,2025-09-26,166,259,Medium,44.45,True,Yes,Manager,Done
440,Bug Fixing task #440,Kindly work on bug fixing for project #6.,user_1,user_2,Bug Fixing,2025-09-27,2025-10-07,402,498,Low,39.17,True,No,Manager,Done
441,Testing task #441,Urgently work on testing for project #30.,user_2,user_2,Testing,2025-09-21,2025-09-25,293,338,High,75.76,True,Yes,Developer,Done
442,Bug Fixing task #442, work on bug fixing for project #48.,user_2,user_3,Bug Fixing,2025-09-28,2025-10-03,244,294,Low,39.51,True,No,Manager,Done
443,Bug Fixing task #443,Urgently work on bug fixing for project #23.,user_2,user_1,Bug Fixing,2025-09-28,2025-10-01,399,412,Low,38.99,True,Yes,Manager,Done
444,Design task #444, work on design for project #26.,user_10,user_5,Design,2025-09-12,2025-09-18,153,152,Low,38.66,True,No,Manager,Done
445,Design task #445,Please work on design for project #9.,user_5,user_7,Design,2025-09-26,2025-10-03,392,404,Low,20.43,True,No,QA Engineer,Done
446,Development task #446, work on development for project #12.,user_1,user_3,Development,2025-09-14,2025-09-24,307,422,Medium,50.05,True,No,Manager,Done
447,Testing task #447,Please work on testing for project #27.,user_7,user_6,Testing,2025-09-28,2025-10-01,307,401,Medium,45.5,True,No,Manager,Done
448,Design task #448,Kindly work on design for project #43.,user_1,user_2,Design,2025-09-21,2025-09-27,66,170,Low,25.9,True,No,Developer,Done
449,Meeting task #449, work on meeting for project #10.,user_9,user_9,Meeting,2025-09-14,2025-09-18,306,364,Low,32.29,True,No,Manager,Done
450,Testing task #450, work on testing for project #11.,user_10,user_1,Testing,2025-09-21,2025-09-24,318,408,Low,24.11,True,No,Manager,Done
451,Bug Fixing task #451,Kindly work on bug fixing for project #36.,user_8,user_6,Bug Fixing,2025-09-11,2025-09-16,85,184,Low,39.06,True,No,Team Lead,Done
452,Development task #452, work on development for project #6.,user_7,user_7,Development,2025-09-03,2025-09-11,287,403,Medium,54.33,True,No,Team Lead,Done
453,Design task #453, work on design for project #3.,user_8,user_6,Design,2025-09-16,2025-09-17,112,185,Low,25.21,True,No,Manager,Done
454,Testing task #454,Kindly work on testing for project #42.,user_9,user_1,Testing,2025-09-26,2025-10-06,376,423,Medium,47.56,True,No,Manager,Done
455,Development task #455, work on development for project #22.,user_8,user_6,Development,2025-09-27,2025-09-28,478,505,Low,32.05,False,No,Developer,In Progress
456,Development task #456,Urgently work on development for project #41.,user_6,user_8,Development,2025-09-04,2025-09-08,61,118,Medium,58.11,True,Yes,Manager,Done
457,Meeting task #457, work on meeting for project #9.,user_9,user_9,Meeting,2025-09-23,2025-09-25,83,95,Low,38.39,True,No,Developer,Done
458,Development task #458, work on development for project #14.,user_7,user_2,Development,2025-09-20,2025-09-24,156,156,Low,24.47,True,No,Developer,Done
459,Design task #459,Please work on design for project #50.,user_4,user_6,Design,2025-09-25,2025-10-02,83,203,Low,31.7,True,No,Manager,Done
460,Design task #460, work on design for project #38.,user_8,user_10,Design,2025-09-16,2025-09-17,331,313,Low,22.03,True,No,Team Lead,Done
461,Design task #461,Urgently work on design for project #33.,user_9,user_3,Design,2025-09-24,2025-09-27,113,182,High,99.47,True,Yes,Team Lead,Done
462,Design task #462, work on design for project #9.,user_7,user_10,Design,2025-09-09,2025-09-16,235,280,Medium,40.53,True,No,Team Lead,Done
463,Documentation task #463,Kindly work on documentation for project #13.,user_7,user_10,Documentation,2025-09-27,2025-10-06,220,331,Low,29.5,True,No,Developer,Done
464,Documentation task #464,Urgently work on documentation for project #46.,user_10,user_5,Documentation,2025-09-30,2025-10-03,423,438,High,73.21,True,Yes,Developer,Done
465,Bug Fixing task #465,Urgently work on bug fixing for project #28.,user_6,user_9,Bug Fixing,2025-09-19,2025-09-29,401,477,Medium,68.32,True,Yes,QA Engineer,Done
466,Bug Fixing task #466,Kindly work on bug fixing for project #18.,user_9,user_2,Bug Fixing,2025-09-13,2025-09-16,87,71,Low,36.69,True,No,Manager,Done
467,Documentation task #467,Kindly work on documentation for project #49.,user_5,user_5,Documentation,2025-09-27,2025-09-28,413,458,Medium,49.21,True,No,Team Lead,Done
468,Testing task #468,Kindly work on testing for project #48.,user_1,user_6,Testing,2025-09-04,2025-09-14,405,518,Medium,51.36,True,No,QA Engineer,Done
469,Development task #469, work on development for project #25.,user_9,user_7,Development,2025-09-17,2025-09-22,414,396,Low,32.04,True,No,Team Lead,Done
470,Design task #470,Kindly work on design for project #41.,user_6,user_9,Design,2025-09-01,2025-09-06,163,246,Low,31.36,True,No,Manager,Done
471,Development task #471,Kindly work on development for project #44.,user_6,user_10,Development,2025-09-25,2025-09-29,210,294,Low,35.87,True,No,Team Lead,Done
472,Bug Fixing task #472,Urgently work on bug fixing for project #9.,user_3,user_3,Bug Fixing,2025-09-13,2025-09-14,279,320,Low,35.47,True,Yes,Manager,Done
473,Documentation task #473,Please work on documentation for project #10.,user_10,user_5,Documentation,2025-09-11,2025-09-19,423,432,Low,17.27,True,No,Manager,Done
474,Meeting task #474,Please work on meeting for project #46.,user_10,user_1,Meeting,2025-09-16,2025-09-26,341,402,Medium,60.5,True,No,Developer,Done
475,Meeting task #475,Kindly work on meeting for project #27.,user_9,user_4,Meeting,2025-09-17,2025-09-19,462,561,Medium,64.67,True,No,Team Lead,Done
476,Testing task #476,Urgently work on testing for project #24.,user_9,user_7,Testing,2025-09-12,2025-09-16,169,223,Medium,66.26,True,Yes,Manager,Done
477,Meeting task #477, work on meeting for project #16.,user_4,user_10,Meeting,2025-09-18,2025-09-19,118,176,Medium,48.65,True,No,QA Engineer,Done
478,Development task #478, work on development for project #17.,user_10,user_10,Development,2025-09-02,2025-09-08,255,254,Medium,44.67,True,No,Team Lead,Done
479,Testing task #479,Please work on testing for project #19.,user_5,user_1,Testing,2025-09-17,2025-09-26,288,382,High,86.18,True,No,Developer,Done
480,Development task #480,Please work on development for project #41.,user_4,user_6,Development,2025-09-04,2025-09-07,455,562,Medium,56.79,True,No,Manager,Done
481,Bug Fixing task #481, work on bug fixing for project #42.,user_4,user_4,Bug Fixing,2025-09-27,2025-09-29,165,272,Low,38.08,True,No,QA Engineer,Done
482,Bug Fixing task #482,Please work on bug fixing for project #4.,user_3,user_1,Bug Fixing,2025-09-23,2025-09-29,79,71,Low,25.67,True,No,QA Engineer,Done
483,Documentation task #483, work on documentation for project #29.,user_5,user_9,Documentation,2025-09-19,2025-09-23,192,266,Low,15.9,True,No,Manager,Done
484,Development task #484,Please work on development for project #42.,user_7,user_7,Development,2025-09-01,2025-09-08,404,404,Medium,43.05,True,No,Developer,Done
485,Development task #485,Please work on development for project #19.,user_10,user_2,Development,2025-09-23,2025-09-25,243,341,Low,28.65,True,No,Manager,Done
486,Development task #486,Please work on development for project #31.,user_5,user_10,Development,2025-09-10,2025-09-18,255,326,Low,18.67,True,No,Manager,Done
487,Documentation task #487,Urgently work on documentation for project #41.,user_9,user_4,Documentation,2025-09-24,2025-10-01,467,576,Medium,60.3,True,Yes,Team Lead,Done
488,Documentation task #488,Please work on documentation for project #1.,user_5,user_6,Documentation,2025-09-18,2025-09-27,132,133,Low,23.78,True,No,Manager,Done
489,Testing task #489,Kindly work on testing for project #27.,user_10,user_7,Testing,2025-09-10,2025-09-14,443,501,Medium,65.31,True,No,Manager,Done
490,Development task #490,Kindly work on development for project #8.,user_9,user_3,Development,2025-09-06,2025-09-10,375,409,Medium,53.22,True,No,Team Lead,Done
491,Documentation task #491,Please work on documentation for project #17.,user_10,user_1,Documentation,2025-09-21,2025-09-30,97,141,Low,39.88,True,No,QA Engineer,Done
492,Bug Fixing task #492,Please work on bug fixing for project #19.,user_4,user_10,Bug Fixing,2025-09-11,2025-09-17,125,155,Medium,62.2,True,No,QA Engineer,Done
493,Testing task #493,Kindly work on testing for project #37.,user_2,user_4,Testing,2025-09-16,2025-09-24,228,276,Medium,41.16,True,No,Developer,Done
494,Testing task #494,Kindly work on testing for project #46.,user_6,user_6,Testing,2025-09-06,2025-09-07,220,253,Low,27.08,True,No,QA Engineer,Done
495,Development task #495, work on development for project #23.,user_7,user_5,Development,2025-09-05,2025-09-11,305,393,Medium,62.85,True,No,Developer,Done
496,Meeting task #496,Kindly work on meeting for project #35.,user_8,user_9,Meeting,2025-09-06,2025-09-16,101,142,Medium,48.08,True,No,Manager,Done
497,Documentation task #497, work on documentation for project #50.,user_5,user_2,Documentation,2025-09-29,2025-09-30,319,296,Low,24.44,True,No,Manager,Done
498,Testing task #498,Urgently work on testing for project #26.,user_4,user_1,Testing,2025-09-18,2025-09-27,301,309,Medium,67.14,True,Yes,Developer,Done
499,Documentation task #499, work on documentation for project #24.,user_10,user_5,Documentation,2025-09-15,2025-09-24,321,314,Low,26.87,True,No,Team Lead,Done
500,Testing task #500,Kindly work on testing for project #12.,user_1,user_4,Testing,2025-09-25,2025-10-04,131,215,Low,19.26,True,No,Team Lead,Done
501,Testing task #501,Kindly work on testing for project #5.,user_10,user_3,Testing,2025-09-12,2025-09-13,172,266,Medium,53.89,True,No,QA Engineer,Done
502,Meeting task #502, work on meeting for project #31.,user_6,user_4,Meeting,2025-09-22,2025-09-26,325,387,Medium,68.64,True,No,Manager,Done
503,Design task #503,Urgently work on design for project #38.,user_1,user_1,Design,2025-09-04,2025-09-13,384,424,Medium,49.02,True,Yes,Developer,Done
504,Testing task #504,Please work on testing for project #34.,user_10,user_3,Testing,2025-09-21,2025-09-28,247,367,Medium,48.44,True,No,QA Engineer,Done
505,Meeting task #505,Please work on meeting for project #33.,user_7,user_4,Meeting,2025-09-12,2025-09-18,309,402,Low,30.24,True,No,QA Engineer,Done
506,Documentation task #506,Kindly work on documentation for project #10.,user_8,user_3,Documentation,2025-09-03,2025-09-12,389,430,Low,32.69,True,No,Team Lead,Done
507,Documentation task #507,Please work on documentation for project #31.,user_3,user_6,Documentation,2025-09-22,2025-09-26,272,326,Low,31.11,True,No,Manager,Done
508,Development task #508,Please work on development for project #16.,user_8,user_8,Development,2025-09-19,2025-09-22,391,466,Low,27.04,True,No,Team Lead,Done
509,Bug Fixing task #509,Kindly work on bug fixing for project #4.,user_3,user_10,Bug Fixing,2025-09-05,2025-09-14,80,196,Medium,40.73,True,No,Team Lead,Done
510,Documentation task #510,Urgently work on documentation for project #6.,user_5,user_3,Documentation,2025-09-20,2025-09-30,386,360,Medium,57.54,True,Yes,QA Engineer,Done
511,Documentation task #511, work on documentation for project #39.,user_8,user_10,Documentation,2025-09-28,2025-10-06,147,173,Medium,44.06,True,No,QA Engineer,Done
512,Documentation task #512,Kindly work on documentation for project #25.,user_10,user_3,Documentation,2025-09-06,2025-09-12,292,279,Low,39.25,True,No,Developer,Done
513,Design task #513,Kindly work on design for project #39.,user_3,user_2,Design,2025-09-07,2025-09-16,318,395,Low,36.42,True,No,Manager,Done
514,Bug Fixing task #514,Please work on bug fixing for project #31.,user_3,user_8,Bug Fixing,2025-09-29,2025-10-08,317,317,Low,26.39,True,No,Manager,Done
515,Development task #515,Urgently work on development for project #3.,user_3,user_10,Development,2025-09-29,2025-10-06,327,404,Medium,61.35,True,Yes,Manager,Done
516,Development task #516,Urgently work on development for project #38.,user_9,user_7,Development,2025-09-26,2025-10-04,464,531,High,81.33,True,Yes,Team Lead,Done
517,Development task #517,Please work on development for project #19.,user_10,user_2,Development,2025-09-05,2025-09-10,304,333,Medium,47.51,True,No,QA Engineer,Done
518,Testing task #518,Please work on testing for project #34.,user_9,user_7,Testing,2025-09-07,2025-09-08,423,394,Low,25.34,True,No,Developer,Done
519,Bug Fixing task #519, work on bug fixing for project #42.,user_7,user_4,Bug Fixing,2025-09-14,2025-09-20,114,123,Medium,41.49,True,No,Developer,Done
520,Testing task #520, work on testing for project #49.,user_5,user_5,Testing,2025-09-19,2025-09-25,373,413,Medium,51.27,True,No,QA Engineer,Done
521,Documentation task #521, work on documentation for project #17.,user_7,user_9,Documentation,2025-09-06,2025-09-12,346,458,Low,14.96,True,No,QA Engineer,Done
522,Meeting task #522,Kindly work on meeting for project #29.,user_10,user_6,Meeting,2025-09-24,2025-09-27,397,397,Medium,48.15,True,No,QA Engineer,Done
523,Development task #523,Please work on development for project #11.,user_3,user_2,Development,2025-09-17,2025-09-24,462,518,Low,30.06,True,No,Team Lead,Done
524,Design task #524,Please work on design for project #17.,user_1,user_2,Design,2025-09-16,2025-09-26,282,274,Medium,48.56,True,No,Team Lead,Done
525,Documentation task #525,Urgently work on documentation for project #46.,user_6,user_2,Documentation,2025-09-24,2025-10-01,265,368,Medium,58.55,True,Yes,Manager,Done
526,Testing task #526,Urgently work on testing for project #13.,user_1,user_3,Testing,2025-09-15,2025-09-16,163,265,Medium,42.93,True,Yes,QA Engineer,Done
527,Bug Fixing task #527,Urgently work on bug fixing for project #16.,user_10,user_9,Bug Fixing,2025-09-20,2025-09-23,405,384,Medium,45.59,True,Yes,Team Lead,Done
528,Development task #528, work on development for project #38.,user_1,user_3,Development,2025-09-09,2025-09-16,240,311,Medium,40.72,True,No,Manager,Done
529,Documentation task #529,Urgently work on documentation for project #23.,user_9,user_1,Documentation,2025-09-30,2025-10-02,341,383,High,73.9,True,Yes,Manager,Done
530,Meeting task #530,Urgently work on meeting for project #12.,user_4,user_10,Meeting,2025-09-15,2025-09-22,354,325,Medium,56.44,True,Yes,Team Lead,Done
531,Design task #531,Urgently work on design for project #35.,user_9,user_2,Design,2025-09-17,2025-09-22,234,233,High,79.58,True,Yes,Manager,Done
532,Testing task #532,Urgently work on testing for project #50.,user_5,user_8,Testing,2025-09-19,2025-09-27,454,486,Medium,45.08,True,Yes,QA Engineer,Done
533,Design task #533, work on design for project #41.,user_8,user_10,Design,2025-09-16,2025-09-18,192,179,Low,39.01,True,No,Manager,Done
534,Documentation task #534,Urgently work on documentation for project #16.,user_4,user_6,Documentation,2025-09-12,2025-09-21,334,306,Medium,51.83,True,Yes,QA Engineer,Done
535,Meeting task #535,Urgently work on meeting for project #23.,user_2,user_7,Meeting,2025-09-03,2025-09-12,151,242,Medium,60.22,True,Yes,Developer,Done
536,Documentation task #536,Kindly work on documentation for project #48.,user_10,user_5,Documentation,2025-09-24,2025-09-28,315,336,Medium,40.71,True,No,Team Lead,Done
537,Documentation task #537,Kindly work on documentation for project #50.,user_5,user_4,Documentation,2025-09-07,2025-09-11,376,437,Low,27.09,True,No,Team Lead,Done
538,Bug Fixing task #538,Please work on bug fixing for project #31.,user_2,user_2,Bug Fixing,2025-09-20,2025-09-21,451,559,Low,34.23,False,No,QA Engineer,In Progress
539,Testing task #539,Urgently work on testing for project #26.,user_6,user_8,Testing,2025-09-16,2025-09-19,451,551,High,85.09,True,Yes,Developer,Done
540,Documentation task #540,Please work on documentation for project #33.,user_10,user_3,Documentation,2025-09-17,2025-09-24,304,412,Low,31.35,True,No,Manager,Done
541,Meeting task #541,Please work on meeting for project #1.,user_7,user_3,Meeting,2025-09-04,2025-09-13,295,345,Medium,52.54,True,No,QA Engineer,Done
542,Development task #542,Kindly work on development for project #36.,user_4,user_7,Development,2025-09-11,2025-09-17,373,409,Low,23.05,True,No,Manager,Done
543,Meeting task #543, work on meeting for project #28.,user_4,user_5,Meeting,2025-09-20,2025-09-26,247,264,Medium,47.95,True,No,QA Engineer,Done
544,Documentation task #544,Kindly work on documentation for project #37.,user_7,user_6,Documentation,2025-09-28,2025-10-05,203,288,Medium,61.62,True,No,Developer,Done
545,Documentation task #545, work on documentation for project #25.,user_10,user_4,Documentation,2025-09-24,2025-09-29,471,501,Low,2.93,True,No,Manager,Done
546,Documentation task #546, work on documentation for project #9.,user_3,user_3,Documentation,2025-09-26,2025-09-27,150,227,Low,28.05,True,No,QA Engineer,Done
547,Development task #547,Please work on development for project #26.,user_9,user_9,Development,2025-09-26,2025-10-04,213,247,Medium,48.66,True,No,Developer,Done
548,Bug Fixing task #548, work on bug fixing for project #48.,user_3,user_1,Bug Fixing,2025-09-27,2025-10-02,303,297,Low,36.95,True,No,Team Lead,Done
549,Meeting task #549,Urgently work on meeting for project #2.,user_5,user_6,Meeting,2025-09-18,2025-09-27,474,509,High,75.57,True,Yes,Developer,Done
550,Design task #550,Kindly work on design for project #50.,user_2,user_6,Design,2025-09-19,2025-09-29,392,499,Low,30.94,True,No,Team Lead,Done
551,Meeting task #551,Urgently work on meeting for project #30.,user_6,user_6,Meeting,2025-09-25,2025-10-03,100,167,High,71.3,True,Yes,QA Engineer,Done
552,Development task #552,Please work on development for project #6.,user_3,user_3,Development,2025-09-14,2025-09-24,352,425,Low,37.66,True,No,Developer,Done
553,Documentation task #553, work on documentation for project #18.,user_6,user_4,Documentation,2025-09-11,2025-09-16,423,461,Medium,57.52,True,No,Developer,Done
554,Design task #554,Kindly work on design for project #47.,user_6,user_10,Design,2025-09-14,2025-09-17,154,129,Medium,43.82,True,No,QA Engineer,Done
555,Documentation task #555,Please work on documentation for project #31.,user_5,user_2,Documentation,2025-09-06,2025-09-13,112,106,Medium,45.06,True,No,Team Lead,Done
556,Testing task #556,Kindly work on testing for project #6.,user_1,user_1,Testing,2025-09-17,2025-09-19,113,150,Low,33.82,True,No,QA Engineer,Done
557,Development task #557,Kindly work on development for project #34.,user_7,user_5,Development,2025-09-08,2025-09-13,286,288,Low,32.69,True,No,Team Lead,Done
558,Documentation task #558,Urgently work on documentation for project #36.,user_1,user_1,Documentation,2025-09-28,2025-10-04,303,392,Medium,63.51,True,Yes,Developer,Done
559,Design task #559, work on design for project #34.,user_3,user_9,Design,2025-09-19,2025-09-29,293,407,Medium,45.92,True,No,Team Lead,Done
560,Development task #560, work on development for project #20.,user_9,user_5,Development,2025-09-16,2025-09-25,176,168,Low,33.69,True,No,Developer,Done
561,Meeting task #561,Kindly work on meeting for project #23.,user_7,user_5,Meeting,2025-09-10,2025-09-11,60,163,Medium,44.35,True,No,Team Lead,Done
562,Meeting task #562,Urgently work on meeting for project #1.,user_8,user_9,Meeting,2025-09-23,2025-10-01,446,538,High,100.0,True,Yes,Manager,Done
563,Design task #563,Kindly work on design for project #27.,user_5,user_10,Design,2025-09-26,2025-09-27,340,405,Medium,53.07,True,No,Team Lead,Done
564,Testing task #564,Urgently work on testing for project #6.,user_7,user_7,Testing,2025-09-06,2025-09-13,253,279,Medium,65.11,True,Yes,Team Lead,Done
565,Design task #565, work on design for project #13.,user_4,user_9,Design,2025-09-10,2025-09-19,474,512,Medium,58.02,True,No,Developer,Done
566,Bug Fixing task #566,Urgently work on bug fixing for project #45.,user_3,user_3,Bug Fixing,2025-09-04,2025-09-12,376,461,Medium,63.88,True,Yes,Developer,Done
567,Testing task #567,Please work on testing for project #12.,user_8,user_4,Testing,2025-09-01,2025-09-04,85,191,Low,9.43,True,No,Developer,Done
