task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue
324,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-10-03 22:25:59.627850,2025-10-21 22:25:59.627850,diana,bob,0,4,59,2.73,in_progress,18,0
325,Update dependencies,Respond to important client email about billing dispute.,2025-09-18 22:25:59.627850,2025-10-07 22:25:59.627850,bob,diana,0,12,92,4.52,open,19,1
326,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-23 22:25:59.627850,2025-10-08 22:25:59.627850,alice,alice,2,12,45,2.49,open,15,1
327,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,bob,1,12,75,0.92,in_progress,5,1
328,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-06 22:25:59.627850,2025-09-12 22:25:59.627850,alice,diana,1,8,83,3.77,open,6,1
329,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-28 22:25:59.627850,2025-10-02 22:25:59.627850,alice,bob,1,4,24,1.1,open,4,1
330,Research new lib,Write unit tests for payment module to improve coverage.,2025-08-14 22:25:59.627850,2025-08-15 22:25:59.627850,charlie,alice,2,12,113,3.62,in_progress,1,1
331,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-07 22:25:59.627850,2025-09-10 22:25:59.627850,alice,alice,2,3,99,4.46,open,3,1
332,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:25:59.627850,2025-09-29 22:25:59.627850,alice,alice,1,6,171,1.24,in_progress,5,1
333,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-10-11 22:25:59.627850,2025-10-25 22:25:59.627850,diana,bob,2,1,30,1.13,open,14,0
334,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-05 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,bob,0,2,75,3.4,open,14,1
335,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-21 22:25:59.627850,2025-10-11 22:25:59.627850,charlie,alice,0,12,173,4.44,open,20,1
336,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-15 22:25:59.627850,2025-09-22 22:25:59.627850,diana,charlie,1,8,18,4.03,open,7,1
337,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-21 22:25:59.627850,2025-08-29 22:25:59.627850,diana,alice,0,6,8,4.94,in_progress,8,1
338,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-10-08 22:25:59.627850,2025-10-27 22:25:59.627850,diana,charlie,0,6,179,1.28,in_progress,19,0
339,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-20 22:25:59.627850,2025-09-23 22:25:59.627850,alice,charlie,2,2,15,4.65,in_progress,3,1
340,Research new lib,Update package.json dependencies and run compatibility tests.,2025-09-23 22:25:59.627850,2025-10-10 22:25:59.627850,diana,diana,0,8,107,0.87,done,17,0
341,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-23 22:25:59.627850,2025-09-01 22:25:59.627850,alice,charlie,0,1,135,4.64,open,9,1
342,Research new lib,Respond to important client email about billing dispute.,2025-09-08 22:25:59.627850,2025-09-27 22:25:59.627850,alice,charlie,0,8,116,3.78,open,19,1
343,Fix login bug,Deploy new service to production cluster and monitor for errors.,2025-08-19 22:25:59.627850,2025-09-02 22:25:59.627850,alice,diana,2,6,160,0.75,done,14,0
344,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-08-14 22:25:59.627850,2025-08-19 22:25:59.627850,alice,bob,1,4,93,2.85,done,5,0
345,Update dependencies,Gather sales data and prepare report for stakeholders by Friday.,2025-09-06 22:25:59.627850,2025-09-11 22:25:59.627850,charlie,alice,1,12,12,2.01,in_progress,5,1
346,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-08-18 22:25:59.627850,2025-08-27 22:25:59.627850,alice,diana,0,4,135,2.12,in_progress,9,1
347,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-06 22:25:59.627850,2025-09-12 22:25:59.627850,charlie,alice,1,6,177,3.75,open,6,1
348,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-16 22:25:59.627850,2025-08-17 22:25:59.627850,bob,alice,2,4,98,2.22,open,1,1
349,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-18 22:25:59.627850,2025-10-02 22:25:59.627850,bob,charlie,0,2,111,4.62,in_progress,14,1
350,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-19 22:25:59.627850,2025-10-01 22:25:59.627850,alice,alice,0,2,62,4.12,open,12,1
351,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-10-09 22:25:59.627850,2025-10-24 22:25:59.627850,charlie,charlie,0,3,27,2.99,open,15,0
352,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-09-01 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,bob,0,4,99,3.16,in_progress,19,1
353,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-10-01 22:25:59.627850,2025-10-09 22:25:59.627850,bob,alice,2,4,11,1.55,in_progress,8,1
354,Fix login bug,Respond to important client email about billing dispute.,2025-08-14 22:25:59.627850,2025-08-27 22:25:59.627850,charlie,alice,2,2,140,4.92,in_progress,13,1
355,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-23 22:25:59.627850,2025-09-01 22:25:59.627850,alice,alice,0,2,138,2.36,in_progress,9,1
356,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-20 22:25:59.627850,2025-09-24 22:25:59.627850,bob,diana,1,1,156,3.06,in_progress,4,1
357,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-09-01 22:25:59.627850,2025-09-10 22:25:59.627850,charlie,diana,0,8,193,1.97,in_progress,9,1
358,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-08-18 22:25:59.627850,2025-08-25 22:25:59.627850,bob,alice,1,2,32,1.24,in_progress,7,1
359,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-21 22:25:59.627850,2025-09-08 22:25:59.627850,charlie,bob,0,4,83,2.59,open,18,1
360,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-10-04 22:25:59.627850,2025-10-14 22:25:59.627850,alice,bob,0,12,88,1.17,done,10,0
361,Deploy microservice,Respond to important client email about billing dispute.,2025-09-08 22:25:59.627850,2025-09-25 22:25:59.627850,alice,charlie,2,3,49,0.64,in_progress,17,1
362,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-30 22:25:59.627850,2025-10-18 22:25:59.627850,bob,alice,0,4,31,4.12,open,18,0
363,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-17 22:25:59.627850,2025-08-25 22:25:59.627850,bob,bob,0,12,107,2.18,done,8,0
364,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-20 22:25:59.627850,2025-09-29 22:25:59.627850,alice,alice,0,1,55,4.56,in_progress,9,1
365,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-10-10 22:25:59.627850,2025-10-21 22:25:59.627850,alice,alice,0,4,17,1.26,done,11,0
366,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-14 22:25:59.627850,2025-09-15 22:25:59.627850,diana,diana,2,2,95,1.47,open,1,1
367,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-09-11 22:25:59.627850,2025-09-16 22:25:59.627850,alice,bob,1,8,80,2.75,done,5,0
368,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-19 22:25:59.627850,2025-08-28 22:25:59.627850,diana,bob,0,4,56,3.39,done,9,0
369,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-10-03 22:25:59.627850,2025-10-04 22:25:59.627850,diana,charlie,2,4,144,4.02,in_progress,1,1
370,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-03 22:25:59.627850,2025-09-16 22:25:59.627850,charlie,bob,0,1,86,3.19,open,13,1
371,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-04 22:25:59.627850,2025-10-20 22:25:59.627850,charlie,bob,0,2,30,1.62,open,16,0
372,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-10-05 22:25:59.627850,2025-10-07 22:25:59.627850,bob,diana,2,3,49,1.29,done,2,0
373,Customer email reply,Respond to important client email about billing dispute.,2025-10-11 22:25:59.627850,2025-10-30 22:25:59.627850,alice,charlie,0,6,149,1.14,open,19,0
374,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-02 22:25:59.627850,2025-09-08 22:25:59.627850,diana,alice,1,1,19,1.55,open,6,1
375,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-09-13 22:25:59.627850,2025-09-14 22:25:59.627850,charlie,bob,2,12,38,2.03,open,1,1
376,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-15 22:25:59.627850,2025-08-20 22:25:59.627850,bob,alice,1,12,139,4.37,open,5,1
377,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-20 22:25:59.627850,2025-09-24 22:25:59.627850,charlie,charlie,1,3,39,4.89,done,4,0
378,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-09-24 22:25:59.627850,2025-10-05 22:25:59.627850,bob,charlie,0,2,175,3.15,open,11,1
379,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-29 22:25:59.627850,2025-10-09 22:25:59.627850,bob,bob,0,8,5,4.77,done,10,0
380,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-16 22:25:59.627850,2025-08-22 22:25:59.627850,charlie,bob,1,8,149,0.97,in_progress,6,1
381,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-30 22:25:59.627850,2025-10-03 22:25:59.627850,bob,charlie,2,3,47,3.36,open,3,1
382,Customer email reply,Write unit tests for payment module to improve coverage.,2025-08-14 22:25:59.627850,2025-08-23 22:25:59.627850,bob,bob,0,8,22,2.08,open,9,1
383,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-07 22:25:59.627850,2025-09-22 22:25:59.627850,diana,bob,2,4,131,4.47,in_progress,15,1
384,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-08-20 22:25:59.627850,2025-09-05 22:25:59.627850,bob,bob,0,4,23,4.1,open,16,1
385,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-03 22:25:59.627850,2025-09-12 22:25:59.627850,alice,alice,0,3,48,4.5,open,9,1
386,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-10-13 22:25:59.627850,2025-10-16 22:25:59.627850,charlie,diana,2,8,12,2.44,done,3,0
387,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-09 22:25:59.627850,2025-10-23 22:25:59.627850,bob,alice,0,1,89,1.42,open,14,0
388,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-29 22:25:59.627850,2025-10-17 22:25:59.627850,charlie,charlie,0,3,65,0.93,in_progress,18,0
389,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-10-06 22:25:59.627850,2025-10-22 22:25:59.627850,bob,alice,0,3,5,2.42,in_progress,16,0
390,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-26 22:25:59.627850,2025-08-30 22:25:59.627850,alice,bob,1,2,168,1.81,open,4,1
391,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-02 22:25:59.627850,2025-09-15 22:25:59.627850,diana,diana,0,8,72,0.91,done,13,0
392,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-06 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,bob,0,4,16,1.68,in_progress,13,1
393,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-10-06 22:25:59.627850,2025-10-15 22:25:59.627850,alice,bob,0,12,183,3.5,open,9,0
394,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-09-09 22:25:59.627850,2025-09-28 22:25:59.627850,bob,alice,0,12,104,4.18,in_progress,19,1
395,Research new lib,Write unit tests for payment module to improve coverage.,2025-09-19 22:25:59.627850,2025-09-27 22:25:59.627850,diana,charlie,0,1,106,4.56,done,8,0
396,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-09-19 22:25:59.627850,2025-10-06 22:25:59.627850,bob,alice,2,12,119,1.28,open,17,1
397,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-08-22 22:25:59.627850,2025-08-24 22:25:59.627850,diana,alice,2,8,116,1.41,done,2,0
398,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-30 22:25:59.627850,2025-09-10 22:25:59.627850,alice,alice,0,4,147,2.29,in_progress,11,1
399,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-09-12 22:25:59.627850,2025-09-13 22:25:59.627850,diana,alice,2,4,43,1.17,done,1,0
400,Plan sprint,Create responsive landing page for product X using Figma mockups.,2025-10-12 22:25:59.627850,2025-10-16 22:25:59.627850,alice,charlie,1,12,142,4.46,in_progress,4,0
401,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:25:59.627850,2025-10-10 22:25:59.627850,diana,alice,0,2,75,2.31,done,16,0
402,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-16 22:25:59.627850,2025-08-29 22:25:59.627850,charlie,bob,0,1,195,2.64,in_progress,13,1
403,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-04 22:25:59.627850,2025-09-14 22:25:59.627850,charlie,charlie,0,12,130,4.36,done,10,0
404,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-08-22 22:25:59.627850,2025-09-01 22:25:59.627850,diana,charlie,0,3,191,2.38,done,10,0
405,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-11 22:25:59.627850,2025-09-18 22:25:59.627850,diana,diana,1,12,137,4.4,open,7,1
406,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-18 22:25:59.627850,2025-08-28 22:25:59.627850,diana,bob,0,12,139,4.46,open,10,1
407,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-10-09 22:25:59.627850,2025-10-16 22:25:59.627850,alice,bob,1,1,121,0.73,in_progress,7,0
408,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-06 22:25:59.627850,2025-09-21 22:25:59.627850,diana,alice,2,8,12,1.59,in_progress,15,1
409,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-25 22:25:59.627850,2025-09-10 22:25:59.627850,charlie,charlie,0,2,71,3.87,done,16,0
410,Design landing page,Update package.json dependencies and run compatibility tests.,2025-08-15 22:25:59.627850,2025-08-28 22:25:59.627850,alice,bob,0,12,151,4.01,open,13,1
411,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-09-26 22:25:59.627850,2025-10-03 22:25:59.627850,charlie,diana,2,6,10,4.39,done,7,0
412,Fix login bug,Write unit tests for payment module to improve coverage.,2025-10-11 22:25:59.627850,2025-10-16 22:25:59.627850,bob,alice,2,2,69,3.24,in_progress,5,0
413,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-10-10 22:25:59.627850,2025-10-23 22:25:59.627850,charlie,diana,0,3,60,2.6,done,13,0
414,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-08 22:25:59.627850,2025-09-27 22:25:59.627850,alice,alice,0,6,174,4.85,in_progress,19,1
415,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-21 22:25:59.627850,2025-10-01 22:25:59.627850,charlie,alice,0,4,21,2.01,in_progress,10,1
416,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-08-30 22:25:59.627850,2025-09-09 22:25:59.627850,bob,bob,0,6,200,1.58,open,10,1
417,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-25 22:25:59.627850,2025-10-06 22:25:59.627850,bob,alice,0,8,132,4.99,in_progress,11,1
418,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-07 22:25:59.627850,2025-09-09 22:25:59.627850,bob,charlie,2,8,187,1.5,done,2,0
419,Write unit tests,Respond to important client email about billing dispute.,2025-09-15 22:25:59.627850,2025-09-25 22:25:59.627850,bob,bob,0,3,29,2.62,done,10,0
420,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-10-01 22:25:59.627850,2025-10-07 22:25:59.627850,charlie,alice,1,2,95,1.5,in_progress,6,1
421,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-06 22:25:59.627850,2025-09-15 22:25:59.627850,charlie,diana,0,12,35,2.62,done,9,0
422,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-13 22:25:59.627850,2025-11-02 22:25:59.627850,alice,diana,0,2,133,1.04,done,20,0
423,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-02 22:25:59.627850,2025-09-16 22:25:59.627850,alice,bob,0,2,56,2.04,done,14,0
424,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-03 22:25:59.627850,2025-09-09 22:25:59.627850,alice,diana,1,3,166,4.94,in_progress,6,1
425,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-11 22:25:59.627850,2025-09-20 22:25:59.627850,bob,bob,2,6,200,1.21,open,9,1
426,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-10 22:25:59.627850,2025-09-24 22:25:59.627850,diana,diana,0,4,103,0.52,done,14,0
427,Deploy microservice,Respond to important client email about billing dispute.,2025-10-13 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,bob,2,1,178,0.52,done,1,0
428,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:25:59.627850,2025-10-09 22:25:59.627850,charlie,bob,2,1,103,2.77,in_progress,12,1
429,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-10-05 22:25:59.627850,2025-10-07 22:25:59.627850,charlie,charlie,2,4,191,2.84,done,2,0
430,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-10-09 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,diana,1,3,197,1.35,in_progress,5,0
431,Fix login bug,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:25:59.627850,2025-09-02 22:25:59.627850,bob,alice,2,6,134,1.26,in_progress,5,1
432,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-10-09 22:25:59.627850,2025-10-18 22:25:59.627850,alice,alice,2,8,32,3.44,open,9,0
433,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-09 22:25:59.627850,2025-09-24 22:25:59.627850,diana,alice,2,6,69,2.63,open,15,1
434,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-02 22:25:59.627850,2025-09-16 22:25:59.627850,alice,charlie,2,6,160,3.65,in_progress,14,1
435,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-29 22:25:59.627850,2025-10-19 22:25:59.627850,alice,charlie,0,1,32,2.74,done,20,0
436,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-10-06 22:25:59.627850,2025-10-23 22:25:59.627850,bob,charlie,2,8,109,1.83,open,17,0
437,Research new lib,Write unit tests for payment module to improve coverage.,2025-10-11 22:25:59.627850,2025-10-18 22:25:59.627850,diana,charlie,1,2,5,0.56,open,7,0
438,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-25 22:25:59.627850,2025-10-11 22:25:59.627850,bob,alice,0,12,135,0.84,done,16,0
439,Design landing page,Update package.json dependencies and run compatibility tests.,2025-09-24 22:25:59.627850,2025-10-02 22:25:59.627850,diana,charlie,0,3,123,0.73,open,8,1
440,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-06 22:25:59.627850,2025-09-17 22:25:59.627850,diana,alice,2,1,199,4.51,open,11,1
441,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-09-04 22:25:59.627850,2025-09-16 22:25:59.627850,diana,charlie,0,8,28,2.18,in_progress,12,1
442,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-09-08 22:25:59.627850,2025-09-21 22:25:59.627850,diana,charlie,0,12,103,3.6,in_progress,13,1
443,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-08-21 22:25:59.627850,2025-08-26 22:25:59.627850,alice,bob,1,1,111,4.6,in_progress,5,1
444,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-25 22:25:59.627850,2025-09-14 22:25:59.627850,diana,charlie,0,6,12,4.38,done,20,0
445,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-10-11 22:25:59.627850,2025-10-27 22:25:59.627850,alice,diana,0,4,16,0.79,done,16,0
446,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-28 22:25:59.627850,2025-10-15 22:25:59.627850,bob,charlie,0,6,138,3.6,done,17,0
447,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-25 22:25:59.627850,2025-10-03 22:25:59.627850,diana,charlie,0,8,178,3.39,open,8,1
448,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:25:59.627850,2025-08-18 22:25:59.627850,bob,diana,2,12,131,4.41,open,1,1
449,Write unit tests,Respond to important client email about billing dispute.,2025-08-29 22:25:59.627850,2025-09-09 22:25:59.627850,charlie,alice,0,6,62,2.98,in_progress,11,1
450,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-19 22:25:59.627850,2025-09-03 22:25:59.627850,diana,diana,0,1,132,2.51,open,15,1
451,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-20 22:25:59.627850,2025-09-02 22:25:59.627850,diana,alice,0,6,145,0.5,open,13,1
452,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-23 22:25:59.627850,2025-10-03 22:25:59.627850,bob,diana,0,3,98,4.21,open,10,1
453,Write unit tests,Respond to important client email about billing dispute.,2025-09-18 22:25:59.627850,2025-10-08 22:25:59.627850,diana,charlie,0,8,120,1.01,done,20,0
454,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-04 22:25:59.627850,2025-09-16 22:25:59.627850,charlie,charlie,2,8,32,0.71,open,12,1
455,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-10-05 22:25:59.627850,2025-10-19 22:25:59.627850,alice,charlie,0,6,55,1.34,in_progress,14,0
456,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-10-05 22:25:59.627850,2025-10-12 22:25:59.627850,charlie,alice,2,12,111,0.71,done,7,0
457,Plan sprint,Create responsive landing page for product X using Figma mockups.,2025-10-02 22:25:59.627850,2025-10-17 22:25:59.627850,diana,bob,0,4,6,2.89,open,15,0
458,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-10-06 22:25:59.627850,2025-10-25 22:25:59.627850,diana,bob,0,8,153,1.28,open,19,0
459,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-25 22:25:59.627850,2025-10-15 22:25:59.627850,charlie,diana,0,4,160,4.62,open,20,0
460,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-04 22:25:59.627850,2025-09-14 22:25:59.627850,diana,bob,0,2,110,3.21,done,10,0
461,Research new lib,Update package.json dependencies and run compatibility tests.,2025-10-06 22:25:59.627850,2025-10-24 22:25:59.627850,charlie,bob,0,2,58,3.31,in_progress,18,0
462,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-09-28 22:25:59.627850,2025-10-04 22:25:59.627850,charlie,alice,1,12,95,3.03,done,6,0
463,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-26 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,diana,0,12,8,2.85,open,18,0
464,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-08-17 22:25:59.627850,2025-08-19 22:25:59.627850,bob,charlie,2,12,46,4.93,done,2,0
465,Update dependencies,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:25:59.627850,2025-10-08 22:25:59.627850,charlie,bob,2,12,143,0.65,in_progress,2,1
466,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-26 22:25:59.627850,bob,diana,0,2,135,4.03,done,18,0
467,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-12 22:25:59.627850,2025-10-25 22:25:59.627850,diana,diana,0,12,180,1.91,done,13,0
468,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-30 22:25:59.627850,2025-10-09 22:25:59.627850,bob,diana,2,12,62,4.6,done,9,0
469,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-17 22:25:59.627850,2025-10-07 22:25:59.627850,bob,bob,0,3,119,1.3,done,20,0
470,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-25 22:25:59.627850,2025-09-11 22:25:59.627850,alice,diana,0,1,114,1.76,in_progress,17,1
471,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-09-20 22:25:59.627850,2025-09-29 22:25:59.627850,alice,charlie,0,4,186,4.72,open,9,1
472,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-21 22:25:59.627850,2025-09-23 22:25:59.627850,charlie,diana,2,12,151,2.98,open,2,1
473,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-08-28 22:25:59.627850,2025-09-03 22:25:59.627850,alice,bob,1,4,144,2.92,open,6,1
474,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-10-09 22:25:59.627850,2025-10-16 22:25:59.627850,charlie,charlie,1,3,80,1.48,done,7,0
475,Research new lib,Write unit tests for payment module to improve coverage.,2025-09-18 22:25:59.627850,2025-09-19 22:25:59.627850,alice,charlie,2,4,66,4.57,done,1,0
476,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-16 22:25:59.627850,2025-08-27 22:25:59.627850,diana,alice,0,4,70,2.93,in_progress,11,1
477,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-10-05 22:25:59.627850,2025-10-17 22:25:59.627850,diana,diana,2,1,80,4.54,open,12,0
478,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-08-19 22:25:59.627850,2025-08-23 22:25:59.627850,bob,alice,1,8,21,1.45,done,4,0
479,Deploy microservice,Optimize slow queries causing high CPU usage on replica DB.,2025-10-06 22:25:59.627850,2025-10-10 22:25:59.627850,bob,diana,2,8,23,3.86,open,4,1
480,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-28 22:25:59.627850,2025-10-09 22:25:59.627850,alice,alice,2,1,18,1.3,in_progress,11,1
481,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-19 22:25:59.627850,2025-09-27 22:25:59.627850,charlie,diana,0,4,120,3.34,in_progress,8,1
482,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-07 22:25:59.627850,2025-09-11 22:25:59.627850,alice,alice,1,12,195,3.14,done,4,0
483,Design landing page,Respond to important client email about billing dispute.,2025-10-12 22:25:59.627850,2025-10-29 22:25:59.627850,alice,charlie,0,12,180,1.86,open,17,0
484,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-07 22:25:59.627850,2025-09-20 22:25:59.627850,alice,diana,0,2,141,1.49,done,13,0
485,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-01 22:25:59.627850,2025-09-06 22:25:59.627850,charlie,charlie,1,1,146,4.44,open,5,1
