task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue,text_raw,tokens,stems,lemmas
549,Deploy microservice,Respond to important client email about billing dispute.,2025-09-03 22:25:59.627850,2025-09-13 22:25:59.627850,charlie,diana,2,3,118,4.01,in_progress,10,1,Deploy microservice. Respond to important client email about billing dispute.,"['deploy', 'microservice', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",deploy microservic respond import client email bill disput,deploy microservice respond important client email billing dispute
550,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-11 22:25:59.627850,2025-09-25 22:25:59.627850,bob,bob,0,12,10,1.06,open,14,1,Plan sprint. Investigate new ML library for text embeddings and feasibility.,"['plan', 'sprint', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",plan sprint investig new ml librari text embed feasibl,plan sprint investigate new ml library text embeddings feasibility
551,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-08-27 22:25:59.627850,2025-09-02 22:25:59.627850,diana,alice,1,1,21,4.72,in_progress,6,1,Update dependencies. Create responsive landing page for product X using Figma mockups.,"['update', 'dependencies', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",updat depend creat respons land page product use figma mockup,update dependency create responsive landing page product using figma mockups
552,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-15 22:25:59.627850,2025-08-28 22:25:59.627850,alice,alice,0,3,163,1.2,done,13,0,Research new lib. User cannot login with social auth. Error 500 observed on POST /auth.,"['research', 'new', 'lib', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",research new lib user login social auth error 500 observ post auth,research new lib user login social auth error 500 observed post auth
553,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-08-28 22:25:59.627850,2025-09-05 22:25:59.627850,charlie,diana,0,8,37,1.09,open,8,1,Optimize DB queries. Update package.json dependencies and run compatibility tests.,"['optimize', 'db', 'queries', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",optim db queri updat packag json depend run compat test,optimize db query update package json dependency run compatibility test
554,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-25 22:25:59.627850,2025-10-07 22:25:59.627850,charlie,diana,2,4,143,4.71,done,12,0,Fix login bug. User cannot login with social auth. Error 500 observed on POST /auth.,"['fix', 'login', 'bug', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",fix login bug user login social auth error 500 observ post auth,fix login bug user login social auth error 500 observed post auth
555,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-10-13 22:25:59.627850,2025-10-31 22:25:59.627850,bob,diana,0,8,196,3.36,done,18,0,Write unit tests. Gather sales data and prepare report for stakeholders by Friday.,"['write', 'unit', 'tests', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",write unit test gather sale data prepar report stakehold friday,write unit test gather sale data prepare report stakeholder friday
556,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-23 22:25:59.627850,2025-10-11 22:25:59.627850,charlie,charlie,0,4,143,1.52,open,18,1,Optimize DB queries. Investigate new ML library for text embeddings and feasibility.,"['optimize', 'db', 'queries', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",optim db queri investig new ml librari text embed feasibl,optimize db query investigate new ml library text embeddings feasibility
557,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-09-06 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,bob,0,3,7,0.5,open,14,1,Write unit tests. Update package.json dependencies and run compatibility tests.,"['write', 'unit', 'tests', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",write unit test updat packag json depend run compat test,write unit test update package json dependency run compatibility test
558,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-09-13 22:25:59.627850,2025-10-01 22:25:59.627850,alice,diana,0,12,127,1.85,in_progress,18,1,Customer email reply. Update package.json dependencies and run compatibility tests.,"['customer', 'email', 'reply', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",custom email repli updat packag json depend run compat test,customer email reply update package json dependency run compatibility test
559,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-28 22:25:59.627850,2025-08-29 22:25:59.627850,charlie,bob,2,4,148,2.47,open,1,1,Update dependencies. Plan sprint items and assign tasks to frontend/backend teams.,"['update', 'dependencies', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",updat depend plan sprint item assign task frontend backend team,update dependency plan sprint item assign task frontend backend team
560,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-10-06 22:25:59.627850,2025-10-19 22:25:59.627850,bob,charlie,0,1,113,3.31,done,13,0,Prepare monthly report. Optimize slow queries causing high CPU usage on replica DB.,"['prepare', 'monthly', 'report', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",prepar monthli report optim slow queri caus high cpu usag replica db,prepare monthly report optimize slow query causing high cpu usage replica db
561,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-01 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,diana,0,2,22,1.32,in_progress,18,1,Plan sprint. Update package.json dependencies and run compatibility tests.,"['plan', 'sprint', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",plan sprint updat packag json depend run compat test,plan sprint update package json dependency run compatibility test
562,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-22 22:25:59.627850,2025-10-07 22:25:59.627850,charlie,diana,0,2,87,0.59,open,15,1,Design landing page. Write unit tests for payment module to improve coverage.,"['design', 'landing', 'page', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",design land page write unit test payment modul improv coverag,design landing page write unit test payment module improve coverage
563,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-25 22:25:59.627850,2025-08-29 22:25:59.627850,charlie,charlie,1,2,188,2.47,open,4,1,Research new lib. User cannot login with social auth. Error 500 observed on POST /auth.,"['research', 'new', 'lib', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",research new lib user login social auth error 500 observ post auth,research new lib user login social auth error 500 observed post auth
564,Deploy microservice,Create responsive landing page for product X using Figma mockups.,2025-08-23 22:25:59.627850,2025-08-24 22:25:59.627850,diana,bob,2,3,112,1.9,in_progress,1,1,Deploy microservice. Create responsive landing page for product X using Figma mockups.,"['deploy', 'microservice', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",deploy microservic creat respons land page product use figma mockup,deploy microservice create responsive landing page product using figma mockups
565,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-27 22:25:59.627850,2025-09-29 22:25:59.627850,charlie,alice,2,12,197,4.78,open,2,1,Customer email reply. Write unit tests for payment module to improve coverage.,"['customer', 'email', 'reply', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",custom email repli write unit test payment modul improv coverag,customer email reply write unit test payment module improve coverage
566,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-08-18 22:25:59.627850,2025-09-05 22:25:59.627850,diana,bob,0,2,69,4.18,open,18,1,Update dependencies. Optimize slow queries causing high CPU usage on replica DB.,"['update', 'dependencies', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",updat depend optim slow queri caus high cpu usag replica db,update dependency optimize slow query causing high cpu usage replica db
567,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-07 22:25:59.627850,2025-09-22 22:25:59.627850,bob,alice,0,2,122,3.81,open,15,1,Design landing page. Deploy new service to production cluster and monitor for errors.,"['design', 'landing', 'page', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",design land page deploy new servic product cluster monitor error,design landing page deploy new service production cluster monitor error
568,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-09-13 22:25:59.627850,2025-09-26 22:25:59.627850,charlie,charlie,0,2,166,3.78,done,13,0,Research new lib. Deploy new service to production cluster and monitor for errors.,"['research', 'new', 'lib', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",research new lib deploy new servic product cluster monitor error,research new lib deploy new service production cluster monitor error
569,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-08-21 22:25:59.627850,2025-08-30 22:25:59.627850,diana,charlie,0,2,97,4.49,done,9,0,Research new lib. Investigate new ML library for text embeddings and feasibility.,"['research', 'new', 'lib', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",research new lib investig new ml librari text embed feasibl,research new lib investigate new ml library text embeddings feasibility
570,Deploy microservice,Create responsive landing page for product X using Figma mockups.,2025-08-29 22:25:59.627850,2025-09-12 22:25:59.627850,charlie,alice,2,2,75,3.13,in_progress,14,1,Deploy microservice. Create responsive landing page for product X using Figma mockups.,"['deploy', 'microservice', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",deploy microservic creat respons land page product use figma mockup,deploy microservice create responsive landing page product using figma mockups
571,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-16 22:25:59.627850,2025-09-04 22:25:59.627850,diana,bob,2,3,27,1.62,in_progress,19,1,Deploy microservice. User cannot login with social auth. Error 500 observed on POST /auth.,"['deploy', 'microservice', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",deploy microservic user login social auth error 500 observ post auth,deploy microservice user login social auth error 500 observed post auth
572,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-04 22:25:59.627850,2025-09-06 22:25:59.627850,alice,charlie,2,8,44,3.66,open,2,1,Design landing page. Plan sprint items and assign tasks to frontend/backend teams.,"['design', 'landing', 'page', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",design land page plan sprint item assign task frontend backend team,design landing page plan sprint item assign task frontend backend team
573,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-08-28 22:25:59.627850,2025-09-08 22:25:59.627850,charlie,diana,0,8,54,0.6,in_progress,11,1,Prepare monthly report. Write unit tests for payment module to improve coverage.,"['prepare', 'monthly', 'report', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",prepar monthli report write unit test payment modul improv coverag,prepare monthly report write unit test payment module improve coverage
574,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-08-30 22:25:59.627850,2025-09-01 22:25:59.627850,diana,diana,2,6,80,2.94,in_progress,2,1,Customer email reply. Gather sales data and prepare report for stakeholders by Friday.,"['customer', 'email', 'reply', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",custom email repli gather sale data prepar report stakehold friday,customer email reply gather sale data prepare report stakeholder friday
575,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-25 22:25:59.627850,2025-09-12 22:25:59.627850,charlie,charlie,2,8,124,1.74,done,18,0,Deploy microservice. Plan sprint items and assign tasks to frontend/backend teams.,"['deploy', 'microservice', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",deploy microservic plan sprint item assign task frontend backend team,deploy microservice plan sprint item assign task frontend backend team
576,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-18 22:25:59.627850,2025-09-04 22:25:59.627850,bob,diana,0,3,72,2.94,in_progress,17,1,Research new lib. Gather sales data and prepare report for stakeholders by Friday.,"['research', 'new', 'lib', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",research new lib gather sale data prepar report stakehold friday,research new lib gather sale data prepare report stakeholder friday
577,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-09-07 22:25:59.627850,2025-09-13 22:25:59.627850,alice,charlie,2,12,163,1.57,done,6,0,Fix login bug. Investigate new ML library for text embeddings and feasibility.,"['fix', 'login', 'bug', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",fix login bug investig new ml librari text embed feasibl,fix login bug investigate new ml library text embeddings feasibility
578,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-10-05 22:25:59.627850,2025-10-18 22:25:59.627850,bob,diana,0,12,146,1.19,in_progress,13,0,Design landing page. Investigate new ML library for text embeddings and feasibility.,"['design', 'landing', 'page', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",design land page investig new ml librari text embed feasibl,design landing page investigate new ml library text embeddings feasibility
579,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:25:59.627850,2025-10-05 22:25:59.627850,alice,alice,0,6,173,0.8,open,11,1,Customer email reply. Optimize slow queries causing high CPU usage on replica DB.,"['customer', 'email', 'reply', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",custom email repli optim slow queri caus high cpu usag replica db,customer email reply optimize slow query causing high cpu usage replica db
580,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-26 22:25:59.627850,2025-08-30 22:25:59.627850,diana,bob,1,1,13,3.07,in_progress,4,1,Prepare monthly report. User cannot login with social auth. Error 500 observed on POST /auth.,"['prepare', 'monthly', 'report', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",prepar monthli report user login social auth error 500 observ post auth,prepare monthly report user login social auth error 500 observed post auth
581,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-22 22:25:59.627850,2025-10-11 22:25:59.627850,charlie,alice,0,3,61,3.23,open,19,1,Write unit tests. Investigate new ML library for text embeddings and feasibility.,"['write', 'unit', 'tests', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",write unit test investig new ml librari text embed feasibl,write unit test investigate new ml library text embeddings feasibility
582,Fix login bug,Deploy new service to production cluster and monitor for errors.,2025-09-24 22:25:59.627850,2025-10-10 22:25:59.627850,alice,diana,2,12,168,0.77,done,16,0,Fix login bug. Deploy new service to production cluster and monitor for errors.,"['fix', 'login', 'bug', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",fix login bug deploy new servic product cluster monitor error,fix login bug deploy new service production cluster monitor error
583,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-03 22:25:59.627850,2025-10-05 22:25:59.627850,charlie,alice,2,8,23,4.26,open,2,1,Optimize DB queries. Respond to important client email about billing dispute.,"['optimize', 'db', 'queries', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",optim db queri respond import client email bill disput,optimize db query respond important client email billing dispute
584,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-08-20 22:25:59.627850,2025-08-24 22:25:59.627850,bob,diana,2,2,54,2.87,open,4,1,Deploy microservice. Investigate new ML library for text embeddings and feasibility.,"['deploy', 'microservice', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",deploy microservic investig new ml librari text embed feasibl,deploy microservice investigate new ml library text embeddings feasibility
585,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-18 22:25:59.627850,2025-10-06 22:25:59.627850,diana,alice,0,12,168,3.09,done,18,0,Plan sprint. Gather sales data and prepare report for stakeholders by Friday.,"['plan', 'sprint', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",plan sprint gather sale data prepar report stakehold friday,plan sprint gather sale data prepare report stakeholder friday
586,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-10-09 22:25:59.627850,2025-10-13 22:25:59.627850,bob,bob,1,6,107,2.77,done,4,0,Write unit tests. Optimize slow queries causing high CPU usage on replica DB.,"['write', 'unit', 'tests', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",write unit test optim slow queri caus high cpu usag replica db,write unit test optimize slow query causing high cpu usage replica db
587,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-09-21 22:25:59.627850,2025-10-06 22:25:59.627850,charlie,charlie,0,6,88,4.3,in_progress,15,1,Prepare monthly report. Investigate new ML library for text embeddings and feasibility.,"['prepare', 'monthly', 'report', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",prepar monthli report investig new ml librari text embed feasibl,prepare monthly report investigate new ml library text embeddings feasibility
588,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-21 22:25:59.627850,2025-09-29 22:25:59.627850,bob,diana,0,12,145,4.67,in_progress,8,1,Optimize DB queries. Respond to important client email about billing dispute.,"['optimize', 'db', 'queries', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",optim db queri respond import client email bill disput,optimize db query respond important client email billing dispute
589,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-11 22:25:59.627850,2025-09-24 22:25:59.627850,alice,alice,0,3,157,0.57,open,13,1,Customer email reply. Write unit tests for payment module to improve coverage.,"['customer', 'email', 'reply', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",custom email repli write unit test payment modul improv coverag,customer email reply write unit test payment module improve coverage
590,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-02 22:25:59.627850,2025-09-10 22:25:59.627850,bob,charlie,0,1,181,4.2,done,8,0,Update dependencies. User cannot login with social auth. Error 500 observed on POST /auth.,"['update', 'dependencies', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",updat depend user login social auth error 500 observ post auth,update dependency user login social auth error 500 observed post auth
591,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-19 22:25:59.627850,2025-10-08 22:25:59.627850,bob,alice,0,1,122,2.1,open,19,1,Research new lib. Investigate new ML library for text embeddings and feasibility.,"['research', 'new', 'lib', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",research new lib investig new ml librari text embed feasibl,research new lib investigate new ml library text embeddings feasibility
592,Update dependencies,Respond to important client email about billing dispute.,2025-10-09 22:25:59.627850,2025-10-28 22:25:59.627850,bob,bob,0,3,81,0.91,in_progress,19,0,Update dependencies. Respond to important client email about billing dispute.,"['update', 'dependencies', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",updat depend respond import client email bill disput,update dependency respond important client email billing dispute
593,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-29 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,diana,2,2,129,4.22,done,3,0,Plan sprint. Deploy new service to production cluster and monitor for errors.,"['plan', 'sprint', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",plan sprint deploy new servic product cluster monitor error,plan sprint deploy new service production cluster monitor error
594,Plan sprint,Create responsive landing page for product X using Figma mockups.,2025-09-21 22:25:59.627850,2025-10-01 22:25:59.627850,alice,diana,0,1,19,4.65,in_progress,10,1,Plan sprint. Create responsive landing page for product X using Figma mockups.,"['plan', 'sprint', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",plan sprint creat respons land page product use figma mockup,plan sprint create responsive landing page product using figma mockups
595,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:25:59.627850,2025-09-13 22:25:59.627850,bob,alice,1,8,166,2.22,in_progress,4,1,Customer email reply. Optimize slow queries causing high CPU usage on replica DB.,"['customer', 'email', 'reply', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",custom email repli optim slow queri caus high cpu usag replica db,customer email reply optimize slow query causing high cpu usage replica db
596,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-03 22:25:59.627850,2025-09-21 22:25:59.627850,bob,charlie,0,6,183,1.49,open,18,1,Research new lib. User cannot login with social auth. Error 500 observed on POST /auth.,"['research', 'new', 'lib', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",research new lib user login social auth error 500 observ post auth,research new lib user login social auth error 500 observed post auth
597,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-10-01 22:25:59.627850,2025-10-21 22:25:59.627850,alice,bob,0,4,79,4.04,open,20,0,Optimize DB queries. Write unit tests for payment module to improve coverage.,"['optimize', 'db', 'queries', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",optim db queri write unit test payment modul improv coverag,optimize db query write unit test payment module improve coverage
598,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-19 22:25:59.627850,2025-09-04 22:25:59.627850,alice,diana,0,3,26,2.29,in_progress,16,1,Prepare monthly report. Respond to important client email about billing dispute.,"['prepare', 'monthly', 'report', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",prepar monthli report respond import client email bill disput,prepare monthly report respond important client email billing dispute
599,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-09-13 22:25:59.627850,2025-10-01 22:25:59.627850,bob,diana,0,4,171,3.07,done,18,0,Prepare monthly report. Gather sales data and prepare report for stakeholders by Friday.,"['prepare', 'monthly', 'report', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",prepar monthli report gather sale data prepar report stakehold friday,prepare monthly report gather sale data prepare report stakeholder friday
600,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-29 22:25:59.627850,2025-09-06 22:25:59.627850,alice,charlie,0,12,115,1.96,done,8,0,Plan sprint. Investigate new ML library for text embeddings and feasibility.,"['plan', 'sprint', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",plan sprint investig new ml librari text embed feasibl,plan sprint investigate new ml library text embeddings feasibility
601,Design landing page,Create responsive landing page for product X using Figma mockups.,2025-09-25 22:25:59.627850,2025-10-09 22:25:59.627850,diana,charlie,0,3,53,1.94,done,14,0,Design landing page. Create responsive landing page for product X using Figma mockups.,"['design', 'landing', 'page', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",design land page creat respons land page product use figma mockup,design landing page create responsive landing page product using figma mockups
602,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-24 22:25:59.627850,2025-09-05 22:25:59.627850,diana,bob,2,4,16,4.66,open,12,1,Fix login bug. Update package.json dependencies and run compatibility tests.,"['fix', 'login', 'bug', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",fix login bug updat packag json depend run compat test,fix login bug update package json dependency run compatibility test
603,Deploy microservice,Respond to important client email about billing dispute.,2025-08-23 22:25:59.627850,2025-08-26 22:25:59.627850,alice,alice,2,2,163,4.67,in_progress,3,1,Deploy microservice. Respond to important client email about billing dispute.,"['deploy', 'microservice', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",deploy microservic respond import client email bill disput,deploy microservice respond important client email billing dispute
604,Fix login bug,Respond to important client email about billing dispute.,2025-09-27 22:25:59.627850,2025-10-01 22:25:59.627850,charlie,diana,2,4,10,1.99,done,4,0,Fix login bug. Respond to important client email about billing dispute.,"['fix', 'login', 'bug', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",fix login bug respond import client email bill disput,fix login bug respond important client email billing dispute
605,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-08-27 22:25:59.627850,2025-09-14 22:25:59.627850,charlie,diana,0,6,191,4.97,done,18,0,Research new lib. Deploy new service to production cluster and monitor for errors.,"['research', 'new', 'lib', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",research new lib deploy new servic product cluster monitor error,research new lib deploy new service production cluster monitor error
606,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-20 22:25:59.627850,2025-10-07 22:25:59.627850,alice,charlie,2,2,20,1.78,done,17,0,Fix login bug. Optimize slow queries causing high CPU usage on replica DB.,"['fix', 'login', 'bug', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",fix login bug optim slow queri caus high cpu usag replica db,fix login bug optimize slow query causing high cpu usage replica db
607,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-08-17 22:25:59.627850,2025-09-01 22:25:59.627850,alice,alice,0,4,174,1.72,done,15,0,Plan sprint. Update package.json dependencies and run compatibility tests.,"['plan', 'sprint', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",plan sprint updat packag json depend run compat test,plan sprint update package json dependency run compatibility test
608,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-08-15 22:25:59.627850,2025-08-25 22:25:59.627850,diana,bob,0,4,135,4.89,open,10,1,Customer email reply. Create responsive landing page for product X using Figma mockups.,"['customer', 'email', 'reply', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",custom email repli creat respons land page product use figma mockup,customer email reply create responsive landing page product using figma mockups
609,Customer email reply,Write unit tests for payment module to improve coverage.,2025-10-08 22:25:59.627850,2025-10-28 22:25:59.627850,alice,bob,0,2,133,4.85,done,20,0,Customer email reply. Write unit tests for payment module to improve coverage.,"['customer', 'email', 'reply', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",custom email repli write unit test payment modul improv coverag,customer email reply write unit test payment module improve coverage
610,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-29 22:25:59.627850,2025-09-15 22:25:59.627850,charlie,charlie,2,4,105,3.85,open,17,1,Fix login bug. User cannot login with social auth. Error 500 observed on POST /auth.,"['fix', 'login', 'bug', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",fix login bug user login social auth error 500 observ post auth,fix login bug user login social auth error 500 observed post auth
611,Customer email reply,Respond to important client email about billing dispute.,2025-09-05 22:25:59.627850,2025-09-15 22:25:59.627850,bob,charlie,0,12,20,3.32,in_progress,10,1,Customer email reply. Respond to important client email about billing dispute.,"['customer', 'email', 'reply', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",custom email repli respond import client email bill disput,customer email reply respond important client email billing dispute
612,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-10-13 22:25:59.627850,2025-10-22 22:25:59.627850,bob,bob,2,3,105,3.46,open,9,0,Fix login bug. Investigate new ML library for text embeddings and feasibility.,"['fix', 'login', 'bug', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",fix login bug investig new ml librari text embed feasibl,fix login bug investigate new ml library text embeddings feasibility
613,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-26 22:25:59.627850,2025-10-16 22:25:59.627850,bob,diana,0,2,151,1.19,in_progress,20,0,Optimize DB queries. Investigate new ML library for text embeddings and feasibility.,"['optimize', 'db', 'queries', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",optim db queri investig new ml librari text embed feasibl,optimize db query investigate new ml library text embeddings feasibility
614,Plan sprint,Respond to important client email about billing dispute.,2025-09-11 22:25:59.627850,2025-09-29 22:25:59.627850,bob,bob,0,8,40,3.11,done,18,0,Plan sprint. Respond to important client email about billing dispute.,"['plan', 'sprint', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",plan sprint respond import client email bill disput,plan sprint respond important client email billing dispute
615,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-09-02 22:25:59.627850,2025-09-19 22:25:59.627850,bob,diana,2,12,42,3.45,done,17,0,Deploy microservice. Gather sales data and prepare report for stakeholders by Friday.,"['deploy', 'microservice', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",deploy microservic gather sale data prepar report stakehold friday,deploy microservice gather sale data prepare report stakeholder friday
616,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-18 22:25:59.627850,2025-09-05 22:25:59.627850,alice,bob,0,3,42,3.77,in_progress,18,1,Prepare monthly report. Respond to important client email about billing dispute.,"['prepare', 'monthly', 'report', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",prepar monthli report respond import client email bill disput,prepare monthly report respond important client email billing dispute
